Provider,PotentialFraud,AttendingPhysician
PRV55540,No,PHY424050
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY424050
PRV55540,No,PHY405775
PRV55540,No,PHY424050
PRV55540,No,PHY319484
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV55540,No,PHY375769
PRV55540,No,PHY405775
PRV55540,No,PHY405775
PRV51479,No,PHY401228
PRV51479,No,PHY342227
PRV51479,No,PHY354222
PRV51479,No,PHY401228
PRV51479,No,PHY401856
PRV51479,No,PHY380823
PRV51479,No,PHY322607
PRV51479,No,PHY389024
PRV51479,No,PHY360863
PRV51479,No,PHY409892
PRV51479,No,PHY401856
PRV51479,No,PHY433338
PRV51479,No,PHY401228
PRV56102,No,PHY416917
PRV56102,No,PHY360737
PRV56102,No,PHY427024
PRV56102,No,PHY401812
PRV56102,No,PHY427024
PRV56102,No,PHY360737
PRV56102,No,PHY427024
PRV56102,No,PHY360737
PRV54297,Yes,PHY430605
PRV54297,Yes,PHY357519
PRV54297,Yes,PHY357519
PRV54297,Yes,PHY366573
PRV54297,Yes,PHY319642
PRV54297,Yes,PHY430605
PRV54297,Yes,PHY430605
PRV54297,Yes,PHY357519
PRV54051,No,PHY431928
PRV54051,No,PHY431928
PRV54051,No,PHY431928
PRV54051,No,PHY431928
PRV54051,No,PHY431928
PRV51514,No,PHY400018
PRV51514,No,PHY317493
PRV51514,No,PHY329983
PRV51514,No,PHY404386
PRV51514,No,PHY379998
PRV51514,No,PHY430459
PRV51514,No,PHY394263
PRV51514,No,PHY373914
PRV51514,No,PHY348219
PRV51514,No,PHY430459
PRV51514,No,PHY318516
PRV51514,No,PHY328559
PRV51514,No,PHY430459
PRV51514,No,PHY317493
PRV51514,No,PHY317493
PRV51514,No,
PRV51514,No,PHY348219
PRV51514,No,PHY328559
PRV51514,No,PHY396444
PRV51514,No,PHY354987
PRV51514,No,PHY339522
PRV51540,No,PHY388664
PRV51540,No,PHY429396
PRV51540,No,PHY401371
PRV51540,No,PHY391889
PRV51540,No,PHY374124
PRV51540,No,PHY355555
PRV51540,No,PHY377405
PRV56548,No,PHY322877
PRV56548,No,PHY365583
PRV56548,No,PHY365583
PRV56548,No,PHY322877
PRV56548,No,PHY365583
PRV56548,No,PHY365583
PRV56548,No,PHY365583
PRV56548,No,PHY365583
PRV53928,No,PHY418741
PRV53928,No,PHY352957
PRV53928,No,PHY345370
PRV57320,No,PHY378046
PRV57320,No,PHY354058
PRV57320,No,PHY363696
PRV57320,No,PHY421164
PRV57320,No,PHY373975
PRV57320,No,PHY319576
PRV57320,No,PHY389237
PRV57320,No,PHY371801
PRV57320,No,PHY393597
PRV57320,No,PHY326462
PRV55818,No,PHY401562
PRV55818,No,PHY311071
PRV52111,No,PHY418518
PRV52111,No,PHY349415
PRV52111,No,PHY366363
PRV52111,No,PHY413021
PRV52111,No,PHY350171
PRV52111,No,PHY374897
PRV52111,No,PHY383958
PRV52111,No,PHY350171
PRV52111,No,PHY391492
PRV55382,No,PHY357995
PRV55382,No,PHY401247
PRV55382,No,PHY324831
PRV55382,No,PHY401247
PRV55382,No,PHY366482
PRV55382,No,PHY366482
PRV55382,No,PHY392204
PRV55382,No,PHY401247
PRV52467,Yes,PHY400912
PRV52467,Yes,PHY405404
PRV52467,Yes,PHY317211
PRV52467,Yes,PHY403039
PRV52467,Yes,PHY317211
PRV52467,Yes,PHY330452
PRV52467,Yes,PHY345679
PRV52467,Yes,PHY317211
PRV55155,No,PHY363118
PRV55155,No,PHY348377
PRV55155,No,PHY363118
PRV55155,No,PHY348377
PRV55155,No,PHY363118
PRV55155,No,PHY348377
PRV55155,No,PHY363118
PRV55155,No,PHY348377
PRV55155,No,PHY363118
PRV56903,No,PHY400300
PRV56903,No,PHY367244
PRV57208,No,PHY424921
PRV57208,No,PHY407542
PRV57208,No,PHY345750
PRV57208,No,PHY411936
PRV57208,No,PHY430843
PRV57208,No,PHY350822
PRV57208,No,PHY337701
PRV57208,No,PHY326869
PRV57208,No,PHY350822
PRV57208,No,PHY328684
PRV52823,No,PHY332990
PRV52823,No,PHY332990
PRV52823,No,PHY321728
PRV52823,No,PHY332990
PRV52823,No,PHY428328
PRV52823,No,PHY321728
PRV52823,No,PHY424247
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV52372,No,PHY393479
PRV54930,No,PHY361789
PRV54930,No,PHY355566
PRV54930,No,PHY408352
PRV54930,No,PHY384564
PRV54930,No,PHY345872
PRV51040,No,PHY418258
PRV51040,No,
PRV51040,No,PHY336503
PRV51040,No,
PRV51040,No,PHY336503
PRV51040,No,PHY372634
PRV51040,No,PHY336503
PRV51040,No,PHY336503
PRV51040,No,PHY389602
PRV54081,No,PHY343200
PRV54081,No,PHY370357
PRV54081,No,PHY415727
PRV54081,No,PHY358621
PRV54081,No,PHY370357
PRV54081,No,PHY358621
PRV54081,No,PHY343200
PRV54081,No,PHY415727
PRV54081,No,PHY339508
PRV54081,No,PHY323989
PRV54081,No,PHY370357
PRV53284,No,PHY327639
PRV53284,No,PHY379688
PRV53284,No,PHY379688
PRV53284,No,PHY390982
PRV53284,No,PHY379688
PRV53284,No,PHY427476
PRV54697,No,PHY333696
PRV51557,No,PHY326468
PRV54926,No,PHY408656
PRV54926,No,PHY408656
PRV54926,No,PHY409874
PRV54926,No,PHY408827
PRV54926,No,PHY314131
PRV54926,No,PHY408656
PRV54926,No,PHY314131
PRV54926,No,PHY314131
PRV56124,No,PHY426150
PRV56124,No,PHY426150
PRV56124,No,PHY426150
PRV56124,No,PHY367837
PRV56124,No,PHY367837
PRV56124,No,PHY367837
PRV53590,No,PHY411100
PRV53590,No,PHY411100
PRV53590,No,PHY329372
PRV53590,No,PHY411100
PRV53590,No,PHY329372
PRV53590,No,PHY411100
PRV53590,No,PHY411100
PRV57302,No,PHY417329
PRV57302,No,PHY389976
PRV57321,No,PHY370719
PRV57321,No,PHY348787
PRV57321,No,PHY348641
PRV57321,No,PHY349707
PRV57321,No,PHY348641
PRV57321,No,PHY348641
PRV57321,No,PHY348641
PRV57321,No,PHY348787
PRV57321,No,PHY348787
PRV57321,No,PHY349707
PRV57321,No,PHY348787
PRV57321,No,PHY348787
PRV57321,No,PHY349707
PRV57321,No,PHY348787
PRV57321,No,PHY348787
PRV55465,No,PHY324230
PRV55465,No,PHY388051
PRV55465,No,PHY401067
PRV55465,No,PHY401067
PRV55465,No,PHY416236
PRV55465,No,PHY361980
PRV55465,No,PHY363500
PRV55465,No,PHY335354
PRV55465,No,PHY322228
PRV54056,Yes,PHY379589
PRV54056,Yes,
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY377368
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY379589
PRV54056,Yes,PHY377368
PRV52315,No,PHY392871
PRV52315,No,PHY385156
PRV52315,No,PHY386600
PRV52315,No,PHY412843
PRV52315,No,PHY412466
PRV51617,No,PHY362947
PRV51617,No,PHY405471
PRV51617,No,PHY365399
PRV51617,No,PHY432930
PRV51617,No,PHY349591
PRV51617,No,PHY365399
PRV51617,No,PHY362947
PRV51617,No,PHY362947
PRV51617,No,PHY365399
PRV51617,No,PHY432930
PRV51617,No,PHY405471
PRV51125,No,PHY369032
PRV51125,No,PHY370093
PRV51125,No,PHY427423
PRV51125,No,PHY373905
PRV51125,No,PHY418604
PRV51125,No,PHY424496
PRV51125,No,PHY432769
PRV51125,No,PHY362686
PRV51125,No,PHY416834
PRV51125,No,PHY364548
PRV51125,No,PHY370437
PRV51125,No,PHY369676
PRV53461,Yes,PHY421034
PRV53461,Yes,PHY331754
PRV53461,Yes,PHY332723
PRV53461,Yes,PHY349602
PRV53461,Yes,PHY333045
PRV53461,Yes,PHY333045
PRV53461,Yes,PHY332723
PRV53461,Yes,PHY326331
PRV53461,Yes,PHY331754
PRV53461,Yes,PHY331754
PRV53461,Yes,PHY332723
PRV53461,Yes,PHY421034
PRV53461,Yes,PHY326331
PRV53461,Yes,PHY332723
PRV57034,No,PHY320477
PRV57034,No,PHY346836
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV57034,No,PHY356894
PRV57034,No,PHY320477
PRV57034,No,PHY346836
PRV57034,No,PHY405580
PRV57034,No,PHY320477
PRV57034,No,PHY356894
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV57034,No,PHY405580
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV57034,No,PHY405580
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV57034,No,PHY320477
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV53070,No,PHY405603
PRV54139,No,PHY402743
PRV54139,No,PHY402743
PRV54139,No,PHY364692
PRV54139,No,PHY371701
PRV54139,No,PHY402743
PRV53252,No,PHY347435
PRV53252,No,PHY382358
PRV53252,No,PHY347435
PRV53252,No,PHY314583
PRV57403,No,PHY326726
PRV57403,No,PHY363033
PRV57403,No,PHY358154
PRV57403,No,PHY363033
PRV57403,No,PHY326726
PRV57403,No,PHY340812
PRV57403,No,PHY326726
PRV57403,No,PHY342855
PRV57403,No,PHY342855
PRV57403,No,PHY358154
PRV57403,No,PHY342855
PRV57403,No,PHY340812
PRV57403,No,PHY358154
PRV57403,No,PHY340812
PRV57403,No,PHY358154
PRV57335,Yes,PHY364637
PRV57335,Yes,PHY314614
PRV57335,Yes,PHY314614
PRV52149,No,PHY337721
PRV52149,No,PHY343430
PRV52149,No,PHY368762
PRV52149,No,PHY362827
PRV52149,No,PHY375073
PRV52149,No,PHY374171
PRV52149,No,PHY377382
PRV52149,No,PHY353666
PRV52149,No,PHY397210
PRV52149,No,PHY368519
PRV52149,No,PHY382357
PRV52149,No,PHY368762
PRV52149,No,PHY374557
PRV52149,No,PHY419363
PRV52149,No,PHY343713
PRV52149,No,PHY325312
PRV56354,No,PHY367613
PRV56354,No,PHY320854
PRV56354,No,PHY412496
PRV51632,No,PHY409216
PRV51632,No,PHY358832
PRV51632,No,PHY407065
PRV51632,No,PHY397433
PRV56256,No,PHY378162
PRV56256,No,PHY434139
PRV56256,No,PHY325648
PRV56256,No,PHY423707
PRV56256,No,PHY335155
PRV56256,No,PHY364966
PRV56256,No,PHY364966
PRV56256,No,PHY423707
PRV56256,No,PHY381346
PRV56256,No,PHY355371
PRV56256,No,PHY407084
PRV57206,Yes,PHY344294
PRV57206,Yes,PHY406985
PRV57206,Yes,PHY377285
PRV57206,Yes,PHY323406
PRV57206,Yes,PHY384941
PRV57206,Yes,PHY412683
PRV57206,Yes,PHY320768
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV51811,No,PHY426113
PRV52317,No,PHY382314
PRV52317,No,PHY421339
PRV56877,Yes,PHY359248
PRV56877,Yes,PHY350817
PRV56877,Yes,PHY359248
PRV56877,Yes,PHY359248
PRV56877,Yes,PHY350817
PRV56877,Yes,PHY399061
PRV56877,Yes,PHY359248
PRV56877,Yes,PHY359248
PRV56877,Yes,PHY367524
PRV56877,Yes,PHY350817
PRV56877,Yes,PHY399061
PRV56877,Yes,PHY325534
PRV56877,Yes,PHY359248
PRV56877,Yes,PHY422268
PRV56877,Yes,PHY399061
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY324473
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV57112,No,PHY340885
PRV57112,No,PHY324473
PRV55930,No,PHY405841
PRV55930,No,PHY332100
PRV55930,No,PHY405841
PRV55930,No,PHY405841
PRV55930,No,PHY361186
PRV55930,No,PHY405841
PRV55930,No,PHY405841
PRV52294,No,PHY379616
PRV52294,No,PHY379616
PRV52294,No,PHY379616
PRV52294,No,PHY379616
PRV52294,No,PHY379616
PRV52294,No,PHY379616
PRV52294,No,PHY379616
PRV53986,No,PHY362844
PRV53986,No,PHY362844
PRV53986,No,PHY396508
PRV53986,No,PHY396508
PRV53986,No,PHY319992
PRV53986,No,PHY319992
PRV53986,No,PHY345268
PRV53986,No,PHY362844
PRV53986,No,PHY433967
PRV53986,No,PHY381706
PRV53986,No,PHY381706
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY378635
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY341692
PRV54819,No,PHY369943
PRV54819,No,PHY370881
PRV54819,No,PHY369943
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY341692
PRV54819,No,PHY341692
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54819,No,PHY378635
PRV54819,No,PHY370881
PRV54819,No,PHY370881
PRV54576,No,PHY337940
PRV54576,No,PHY384514
PRV54576,No,PHY344984
PRV54576,No,PHY426128
PRV54576,No,PHY380660
PRV54576,No,PHY352861
PRV54576,No,PHY319984
PRV54576,No,PHY312720
PRV54576,No,PHY324394
PRV54576,No,PHY337940
PRV54576,No,PHY336946
PRV54576,No,PHY394780
PRV54576,No,PHY356860
PRV54576,No,PHY319984
PRV51387,No,PHY363125
PRV51387,No,PHY401212
PRV51387,No,PHY327097
PRV51387,No,PHY315694
PRV51387,No,PHY315694
PRV51387,No,PHY363125
PRV51387,No,PHY359789
PRV51387,No,PHY363459
PRV51387,No,PHY364237
PRV51387,No,PHY330515
PRV51387,No,PHY401212
PRV51387,No,PHY330515
PRV51387,No,PHY331123
PRV54906,No,PHY395442
PRV54906,No,PHY405492
PRV54906,No,PHY323837
PRV54906,No,PHY342714
PRV54906,No,PHY348659
PRV54906,No,PHY370678
PRV54906,No,PHY387743
PRV54906,No,PHY403227
PRV57510,No,PHY360467
PRV57510,No,PHY396558
PRV57510,No,PHY366594
PRV57510,No,PHY373988
PRV57510,No,PHY396558
PRV57510,No,PHY404584
PRV57510,No,PHY424336
PRV57510,No,PHY335283
PRV57510,No,PHY326989
PRV57510,No,PHY329811
PRV57510,No,PHY424635
PRV57510,No,PHY428384
PRV57510,No,PHY317098
PRV57510,No,PHY317098
PRV57510,No,PHY396558
PRV57510,No,PHY404767
PRV57510,No,PHY317098
PRV57510,No,PHY344384
PRV57510,No,PHY335283
PRV57510,No,PHY356982
PRV57510,No,PHY428266
PRV57510,No,PHY424336
PRV57510,No,PHY378960
PRV57510,No,PHY384581
PRV57510,No,PHY396558
PRV57510,No,PHY326989
PRV57510,No,PHY397257
PRV57510,No,PHY366594
PRV57510,No,PHY322171
PRV57510,No,PHY373988
PRV57510,No,PHY341174
PRV57510,No,PHY420694
PRV57510,No,PHY424336
PRV57510,No,PHY322171
PRV57510,No,PHY322171
PRV57510,No,PHY397257
PRV57510,No,PHY338419
PRV57510,No,PHY424336
PRV57510,No,PHY424336
PRV57510,No,PHY317067
PRV57510,No,PHY429656
PRV57510,No,PHY317098
PRV57510,No,PHY383178
PRV56140,No,PHY406032
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY406032
PRV56140,No,PHY406032
PRV56140,No,PHY406032
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY406032
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV56140,No,PHY418959
PRV54335,No,PHY356623
PRV54335,No,PHY374248
PRV54335,No,PHY347346
PRV54335,No,PHY340892
PRV54335,No,PHY345535
PRV54335,No,PHY312612
PRV54335,No,PHY429362
PRV54335,No,PHY349871
PRV54335,No,PHY320749
PRV54335,No,PHY348005
PRV54335,No,PHY374248
PRV54335,No,PHY351289
PRV54335,No,PHY332261
PRV54335,No,PHY380417
PRV54335,No,PHY348005
PRV54335,No,PHY404543
PRV54335,No,PHY428498
PRV54335,No,PHY428498
PRV54335,No,PHY430871
PRV56686,No,PHY424565
PRV56686,No,PHY424565
PRV56686,No,PHY424565
PRV56686,No,PHY424565
PRV56686,No,PHY424565
PRV56686,No,PHY410238
PRV56686,No,PHY432333
PRV56686,No,PHY358626
PRV56686,No,PHY389759
PRV56686,No,PHY432333
PRV56686,No,PHY358626
PRV56686,No,PHY432333
PRV56686,No,PHY424565
PRV56686,No,PHY389759
PRV56686,No,PHY424565
PRV51636,No,PHY339093
PRV51636,No,PHY404848
PRV51636,No,PHY317179
PRV54245,No,PHY329337
PRV54245,No,PHY329337
PRV54245,No,PHY404571
PRV54245,No,PHY395207
PRV54245,No,PHY368326
PRV54245,No,PHY403673
PRV54245,No,PHY345461
PRV54245,No,PHY415613
PRV54245,No,PHY407080
PRV54245,No,PHY366149
PRV54245,No,PHY416582
PRV54245,No,PHY339494
PRV54245,No,PHY403673
PRV54245,No,PHY383294
PRV54847,No,PHY422264
PRV54847,No,PHY422264
PRV54847,No,PHY376543
PRV54847,No,PHY412945
PRV54847,No,PHY349561
PRV54847,No,PHY318190
PRV54847,No,PHY349561
PRV54847,No,PHY425268
PRV54847,No,PHY415876
PRV54847,No,PHY385525
PRV52986,No,PHY337357
PRV52986,No,PHY324710
PRV52986,No,PHY393110
PRV52986,No,PHY337357
PRV52986,No,PHY381492
PRV52986,No,PHY391972
PRV52986,No,PHY382933
PRV52986,No,PHY409510
PRV52986,No,PHY409510
PRV51364,No,PHY431323
PRV51364,No,PHY365457
PRV51364,No,PHY329232
PRV51364,No,PHY324508
PRV51364,No,PHY382144
PRV51364,No,PHY365457
PRV57528,Yes,PHY421123
PRV57528,Yes,PHY418643
PRV57528,Yes,PHY382262
PRV57528,Yes,PHY362110
PRV57528,Yes,PHY414970
PRV57528,Yes,PHY398992
PRV57528,Yes,PHY418643
PRV57528,Yes,PHY339105
PRV57528,Yes,PHY312025
PRV57528,Yes,PHY418643
PRV57528,Yes,PHY347661
PRV57528,Yes,PHY339652
PRV57528,Yes,PHY339802
PRV51629,No,PHY330513
PRV51629,No,PHY374294
PRV51629,No,PHY376437
PRV51629,No,PHY334001
PRV51629,No,PHY352700
PRV51629,No,PHY393208
PRV51629,No,PHY374294
PRV51629,No,PHY393208
PRV51629,No,PHY376437
PRV51629,No,PHY362009
PRV51629,No,PHY376437
PRV51629,No,PHY337629
PRV51629,No,PHY376437
PRV51629,No,PHY376437
PRV51629,No,PHY376437
PRV51629,No,PHY376437
PRV51629,No,PHY395487
PRV51629,No,PHY366352
PRV51629,No,PHY330513
PRV51629,No,PHY376437
PRV51629,No,PHY393208
PRV51629,No,PHY376437
PRV52392,No,PHY368587
PRV52392,No,PHY368587
PRV52392,No,PHY368587
PRV52392,No,PHY427911
PRV52392,No,PHY418612
PRV55896,Yes,PHY357636
PRV55896,Yes,PHY316254
PRV55896,Yes,PHY427362
PRV55896,Yes,PHY423525
PRV55896,Yes,PHY426890
PRV55896,Yes,PHY421180
PRV55896,Yes,PHY416105
PRV55896,Yes,PHY421970
PRV55896,Yes,PHY421970
PRV55896,Yes,PHY341946
PRV55896,Yes,PHY316100
PRV55896,Yes,PHY396590
PRV55896,Yes,PHY314470
PRV55896,Yes,PHY413653
PRV55896,Yes,PHY331868
PRV55896,Yes,PHY347861
PRV55896,Yes,PHY350168
PRV55896,Yes,PHY427362
PRV55896,Yes,PHY316254
PRV55896,Yes,PHY426890
PRV55896,Yes,PHY416105
PRV52042,No,PHY342930
PRV52029,No,PHY419129
PRV52029,No,PHY363455
PRV52029,No,PHY322872
PRV52029,No,PHY320887
PRV52029,No,PHY348042
PRV52029,No,PHY379654
PRV52029,No,PHY391612
PRV52029,No,PHY422967
PRV52029,No,PHY427292
PRV52029,No,PHY337326
PRV52029,No,PHY321882
PRV55791,No,PHY369780
PRV55791,No,PHY395097
PRV55791,No,PHY395097
PRV55791,No,PHY372526
PRV55791,No,PHY372526
PRV55791,No,PHY372526
PRV55791,No,PHY395097
PRV55791,No,PHY372526
PRV55791,No,PHY395097
PRV55791,No,PHY395097
PRV54924,No,PHY319457
PRV54924,No,PHY312289
PRV54924,No,PHY353679
PRV54924,No,PHY312289
PRV54924,No,PHY319457
PRV54924,No,PHY312289
PRV54924,No,PHY348273
PRV54924,No,PHY312289
PRV54924,No,PHY348273
PRV54924,No,PHY311162
PRV54924,No,PHY312289
PRV54924,No,PHY312289
PRV54924,No,PHY312289
PRV54924,No,PHY311162
PRV54924,No,PHY311162
PRV54924,No,PHY311162
PRV54924,No,PHY312289
PRV54924,No,PHY319457
PRV54924,No,PHY348273
PRV54924,No,PHY311162
PRV54924,No,PHY312289
PRV56605,Yes,PHY385853
PRV56605,Yes,PHY322423
PRV56605,Yes,PHY322423
PRV56605,Yes,PHY385853
PRV51422,No,PHY373336
PRV51422,No,PHY373336
PRV51422,No,PHY425587
PRV51422,No,PHY394606
PRV51068,No,PHY325404
PRV51068,No,PHY348047
PRV51068,No,PHY322240
PRV51068,No,PHY421189
PRV51068,No,PHY341234
PRV51068,No,PHY421189
PRV51068,No,PHY391840
PRV51068,No,PHY370849
PRV51068,No,PHY385996
PRV51438,No,PHY322270
PRV51438,No,PHY422450
PRV51536,No,PHY331044
PRV51536,No,PHY392416
PRV51536,No,PHY424480
PRV51536,No,PHY388070
PRV53399,Yes,PHY394936
PRV53399,Yes,PHY347813
PRV53399,Yes,PHY369002
PRV53399,Yes,PHY333071
PRV53399,Yes,PHY432021
PRV53399,Yes,PHY392935
PRV53399,Yes,PHY332830
PRV57162,Yes,PHY414297
PRV57162,Yes,PHY414297
PRV57162,Yes,PHY414297
PRV57162,Yes,PHY414297
PRV57162,Yes,PHY414297
PRV57162,Yes,PHY414297
PRV57162,Yes,PHY414297
PRV57092,No,PHY403128
PRV57092,No,PHY418318
PRV56826,No,PHY340820
PRV56826,No,PHY412568
PRV56826,No,PHY340820
PRV56826,No,PHY366624
PRV54082,No,PHY338563
PRV54082,No,PHY318827
PRV54082,No,PHY334455
PRV54082,No,PHY433533
PRV54082,No,PHY315241
PRV55203,No,PHY382013
PRV55203,No,PHY382013
PRV55203,No,PHY333807
PRV55203,No,PHY365018
PRV55203,No,PHY382013
PRV55704,No,PHY354542
PRV55704,No,PHY354542
PRV55704,No,PHY354542
PRV55704,No,PHY354542
PRV55552,No,PHY347202
PRV55552,No,PHY327016
PRV55552,No,PHY327016
PRV55552,No,PHY408320
PRV57375,No,PHY363228
PRV57375,No,PHY363228
PRV57375,No,PHY363228
PRV57375,No,PHY363228
PRV57375,No,PHY363228
PRV57375,No,PHY363228
PRV52362,No,PHY338026
PRV52362,No,PHY347930
PRV52362,No,PHY389589
PRV52362,No,PHY368176
PRV52362,No,PHY326788
PRV52362,No,PHY320562
PRV52362,No,PHY413961
PRV52362,No,PHY387182
PRV52362,No,PHY427829
PRV57489,No,PHY358454
PRV57489,No,PHY426817
PRV57489,No,PHY341774
PRV57489,No,PHY332321
PRV57489,No,PHY332321
PRV57489,No,PHY358454
PRV57489,No,PHY419611
PRV57489,No,PHY341774
PRV57489,No,PHY419611
PRV57489,No,PHY358454
PRV57489,No,PHY419611
PRV57489,No,PHY428092
PRV57489,No,PHY332321
PRV57489,No,PHY358454
PRV57489,No,PHY332321
PRV57489,No,PHY419611
PRV57489,No,PHY358454
PRV56361,Yes,PHY424917
PRV56361,Yes,PHY343066
PRV56361,Yes,PHY432627
PRV56361,Yes,PHY432627
PRV56361,Yes,PHY432627
PRV56361,Yes,PHY399862
PRV56361,Yes,PHY424917
PRV56179,No,PHY327993
PRV52396,Yes,PHY340600
PRV52396,Yes,PHY360360
PRV52396,Yes,PHY314706
PRV52396,Yes,PHY315686
PRV52396,Yes,PHY360360
PRV52396,Yes,PHY360360
PRV52396,Yes,PHY385626
PRV52396,Yes,PHY385626
PRV52396,Yes,PHY405417
PRV52396,Yes,PHY383729
PRV52396,Yes,PHY385626
PRV52396,Yes,PHY360360
PRV52396,Yes,PHY314706
PRV52396,Yes,PHY385626
PRV52396,Yes,PHY385626
PRV52396,Yes,PHY385626
PRV52396,Yes,PHY385626
PRV52835,No,PHY363919
PRV52835,No,PHY326482
PRV52835,No,PHY393576
PRV52835,No,PHY352311
PRV52835,No,PHY419304
PRV52835,No,PHY406049
PRV52835,No,PHY428184
PRV52835,No,PHY314761
PRV52835,No,PHY409106
PRV52835,No,PHY326766
PRV52835,No,PHY333868
PRV51259,No,PHY404112
PRV51259,No,PHY372138
PRV51259,No,PHY372138
PRV51259,No,PHY394869
PRV54541,No,PHY423035
PRV54541,No,PHY423035
PRV51240,No,PHY342729
PRV51240,No,PHY427013
PRV51240,No,PHY328625
PRV51240,No,PHY427013
PRV51240,No,PHY428649
PRV51240,No,PHY428649
PRV51240,No,PHY387834
PRV51240,No,PHY427013
PRV51240,No,PHY428649
PRV51240,No,PHY365269
PRV51240,No,PHY385744
PRV57252,No,PHY332482
PRV57252,No,PHY350822
PRV57252,No,PHY350822
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY380143
PRV54680,Yes,PHY314419
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY314419
PRV54680,Yes,PHY314419
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY336486
PRV54680,Yes,PHY380143
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY325441
PRV54680,Yes,PHY314419
PRV54680,Yes,PHY380143
PRV54680,Yes,PHY380143
